time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:25:00	33900	0	0	0	0	0	0	0	0
09:30:00	34200	0	0	0	0	0	0	0	0
09:35:00	34500	0	0	0	0	0	0	0	0
09:40:00	34800	0	0	0	0	0	0	0	0
09:45:00	35100	0	0	0	0	0	0	0	0
09:50:00	35400	0	0	0	0	0	0	0	0
09:55:00	35700	0	0	0	0	0	0	0	0
10:00:00	36000	0	0	0	0	0	0	0	0
10:05:00	36300	0	0	0	0	0	0	0	0
10:10:00	36600	0	0	0	0	0	0	0	0
10:15:00	36900	0	0	0	0	0	0	0	0
10:20:00	37200	0	0	0	0	0	0	0	0
10:25:00	37500	0	0	0	0	0	0	0	0
10:30:00	37800	0	0	0	0	0	0	0	0
10:35:00	38100	0	0	0	0	0	0	0	0
10:40:00	38400	0	0	0	0	0	0	0	0
10:45:00	38700	0	0	0	0	0	0	0	0
10:50:00	39000	0	0	0	0	0	0	0	0
10:55:00	39300	0	0	0	0	0	0	0	0
11:00:00	39600	0	0	0	0	0	0	0	0
11:05:00	39900	0	0	0	0	0	0	0	0
11:10:00	40200	0	0	0	0	0	0	0	0
11:15:00	40500	0	0	0	0	0	0	0	0
11:20:00	40800	0	0	0	0	0	0	0	0
11:25:00	41100	0	0	0	0	0	0	0	0
11:30:00	41400	0	0	0	0	0	0	0	0
11:35:00	41700	0	0	0	0	0	0	0	0
11:40:00	42000	0	0	0	0	0	0	0	0
11:45:00	42300	0	0	0	0	0	0	0	0
11:50:00	42600	0	0	0	0	0	0	0	0
11:55:00	42900	0	0	0	0	0	0	0	0
12:00:00	43200	0	0	0	0	0	0	0	0
12:05:00	43500	0	0	0	0	0	0	0	0
12:10:00	43800	0	0	0	0	0	0	0	0
12:15:00	44100	0	0	0	0	0	0	0	0
12:20:00	44400	0	0	0	0	0	0	0	0
12:25:00	44700	0	0	0	0	0	0	0	0
12:30:00	45000	0	0	0	0	0	0	0	0
12:35:00	45300	0	0	0	0	0	0	0	0
12:40:00	45600	0	0	0	0	0	0	0	0
12:45:00	45900	0	0	0	0	0	0	0	0
12:50:00	46200	0	0	0	0	0	0	0	0
12:55:00	46500	0	0	0	0	0	0	0	0
13:00:00	46800	0	0	0	0	0	0	0	0
13:05:00	47100	0	0	0	0	0	0	0	0
13:10:00	47400	0	0	0	0	0	0	0	0
13:15:00	47700	0	0	0	0	0	0	0	0
13:20:00	48000	0	0	0	0	0	0	0	0
13:25:00	48300	0	0	0	0	0	0	0	0
13:30:00	48600	0	0	0	0	0	0	0	0
13:35:00	48900	0	0	0	0	0	0	0	0
13:40:00	49200	0	0	0	0	0	0	0	0
13:45:00	49500	0	0	0	0	0	0	0	0
13:50:00	49800	0	0	0	0	0	0	0	0
13:55:00	50100	0	0	0	0	0	0	0	0
14:00:00	50400	0	0	0	0	0	0	0	0
14:05:00	50700	0	0	0	0	0	0	0	0
14:10:00	51000	0	0	0	0	0	0	0	0
14:15:00	51300	0	0	0	0	0	0	0	0
14:20:00	51600	0	0	0	0	0	0	0	0
14:25:00	51900	0	0	0	0	0	0	0	0
14:30:00	52200	0	0	0	0	0	0	0	0
14:35:00	52500	0	0	0	0	0	0	0	0
14:40:00	52800	0	0	0	0	0	0	0	0
14:45:00	53100	0	0	0	0	0	0	0	0
14:50:00	53400	0	0	0	0	0	0	0	0
14:55:00	53700	0	0	0	0	0	0	0	0
15:00:00	54000	0	0	0	0	0	0	0	0
15:05:00	54300	0	0	0	0	0	0	0	0
15:10:00	54600	0	0	0	0	0	0	0	0
15:15:00	54900	0	0	0	0	0	0	0	0
15:20:00	55200	0	0	0	0	0	0	0	0
15:25:00	55500	0	0	0	0	0	0	0	0
15:30:00	55800	0	0	0	0	0	0	0	0
15:35:00	56100	0	0	0	0	0	0	0	0
15:40:00	56400	0	0	0	0	0	0	0	0
15:45:00	56700	0	0	0	0	0	0	0	0
15:50:00	57000	0	0	0	0	0	0	0	0
15:55:00	57300	0	0	0	0	0	0	0	0
16:00:00	57600	0	0	0	0	0	0	0	0
16:05:00	57900	0	0	0	0	0	0	0	0
16:10:00	58200	0	0	0	0	0	0	0	0
16:15:00	58500	0	0	0	0	0	0	0	0
16:20:00	58800	0	0	0	0	0	0	0	0
16:25:00	59100	0	0	0	0	0	0	0	0
16:30:00	59400	0	0	0	0	0	0	0	0
16:35:00	59700	0	0	0	0	0	0	0	0
16:40:00	60000	0	0	0	0	0	0	0	0
16:45:00	60300	0	0	0	0	0	0	0	0
16:50:00	60600	0	0	0	0	0	0	0	0
16:55:00	60900	0	0	0	0	0	0	0	0
17:00:00	61200	1499	327	0	1172	1499	327	0	1172
17:05:00	61500	0	603	0	569	0	603	0	569
17:10:00	61800	1402	547	0	1424	1402	547	0	1424
17:15:00	62100	0	696	0	728	0	696	0	728
17:20:00	62400	1458	544	0	1642	1458	544	0	1642
17:25:00	62700	0	656	0	986	0	656	0	986
17:30:00	63000	1376	549	0	1813	1376	549	0	1813
17:35:00	63300	0	665	0	1148	0	665	0	1148
17:40:00	63600	1411	566	0	1993	1411	566	0	1993
17:45:00	63900	0	634	0	1359	0	634	0	1359
17:50:00	64200	1439	579	0	2219	1439	579	0	2219
17:55:00	64500	0	637	0	1582	0	637	0	1582
18:00:00	64800	1415	546	0	2451	1415	546	0	2451
18:05:00	65100	0	645	0	1806	0	645	0	1806
18:10:00	65400	0	530	0	1276	0	530	0	1276
18:15:00	65700	0	352	0	924	0	352	0	924
18:20:00	66000	0	276	0	648	0	276	0	648
18:25:00	66300	0	217	0	431	0	217	0	431
18:30:00	66600	0	151	0	280	0	151	0	280
18:35:00	66900	0	121	0	159	0	121	0	159
18:40:00	67200	0	98	0	61	0	98	0	61
18:45:00	67500	0	44	0	17	0	44	0	17
18:50:00	67800	0	17	0	0	0	17	0	0
18:55:00	68100	0	0	0	0	0	0	0	0
19:00:00	68400	762	260	0	502	762	260	0	502
19:05:00	68700	0	481	0	21	0	481	0	21
19:10:00	69000	765	265	0	521	765	265	0	521
19:15:00	69300	0	508	0	13	0	508	0	13
19:20:00	69600	782	262	0	533	782	262	0	533
19:25:00	69900	0	510	0	23	0	510	0	23
19:30:00	70200	754	287	0	490	754	287	0	490
19:35:00	70500	0	464	0	26	0	464	0	26
19:40:00	70800	765	288	0	503	765	288	0	503
19:45:00	71100	0	486	0	17	0	486	0	17
19:50:00	71400	746	268	0	495	746	268	0	495
19:55:00	71700	0	478	0	17	0	478	0	17
20:00:00	72000	771	280	0	508	771	280	0	508
20:05:00	72300	0	479	0	29	0	479	0	29
20:10:00	72600	784	268	0	545	784	268	0	545
20:15:00	72900	0	514	0	31	0	514	0	31
20:20:00	73200	752	290	0	493	752	290	0	493
20:25:00	73500	0	477	0	16	0	477	0	16
20:30:00	73800	817	283	0	550	817	283	0	550
20:35:00	74100	0	511	0	39	0	511	0	39
20:40:00	74400	740	295	0	484	740	295	0	484
20:45:00	74700	0	473	0	11	0	473	0	11
20:50:00	75000	767	270	0	508	767	270	0	508
20:55:00	75300	0	501	0	7	0	501	0	7
21:00:00	75600	795	273	0	529	795	273	0	529
21:05:00	75900	0	504	0	25	0	504	0	25
21:10:00	76200	0	25	0	0	0	25	0	0
21:15:00	76500	0	0	0	0	0	0	0	0
21:20:00	76800	0	0	0	0	0	0	0	0
21:25:00	77100	0	0	0	0	0	0	0	0
21:30:00	77400	0	0	0	0	0	0	0	0
21:35:00	77700	0	0	0	0	0	0	0	0
21:40:00	78000	0	0	0	0	0	0	0	0
21:45:00	78300	0	0	0	0	0	0	0	0
21:50:00	78600	0	0	0	0	0	0	0	0
21:55:00	78900	0	0	0	0	0	0	0	0
22:00:00	79200	0	0	0	0	0	0	0	0
22:05:00	79500	0	0	0	0	0	0	0	0
22:10:00	79800	0	0	0	0	0	0	0	0
22:15:00	80100	0	0	0	0	0	0	0	0
22:20:00	80400	0	0	0	0	0	0	0	0
22:25:00	80700	0	0	0	0	0	0	0	0
22:30:00	81000	0	0	0	0	0	0	0	0
22:35:00	81300	0	0	0	0	0	0	0	0
22:40:00	81600	0	0	0	0	0	0	0	0
22:45:00	81900	0	0	0	0	0	0	0	0
22:50:00	82200	0	0	0	0	0	0	0	0
22:55:00	82500	0	0	0	0	0	0	0	0
23:00:00	82800	0	0	0	0	0	0	0	0
23:05:00	83100	0	0	0	0	0	0	0	0
23:10:00	83400	0	0	0	0	0	0	0	0
23:15:00	83700	0	0	0	0	0	0	0	0
23:20:00	84000	0	0	0	0	0	0	0	0
23:25:00	84300	0	0	0	0	0	0	0	0
23:30:00	84600	0	0	0	0	0	0	0	0
23:35:00	84900	0	0	0	0	0	0	0	0
23:40:00	85200	0	0	0	0	0	0	0	0
23:45:00	85500	0	0	0	0	0	0	0	0
23:50:00	85800	0	0	0	0	0	0	0	0
23:55:00	86100	0	0	0	0	0	0	0	0
24:00:00	86400	0	0	0	0	0	0	0	0
24:05:00	86700	0	0	0	0	0	0	0	0
24:10:00	87000	0	0	0	0	0	0	0	0
24:15:00	87300	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0
